epoch,phase,train_loss,train_semantic_loss,train_manual_affinity_loss,train_pseudo_affinity_loss,semantic_iou_pearlite,semantic_iou_ferrite,semantic_miou,val_objective_loss,val_semantic_loss,val_manual_affinity_loss,phase_loss_best,deployment_score_total,deployment_instance_miou,deployment_ferrite_area_error,deployment_macro_score,deployment_pred_count,deployment_valid_matches,appearance_aug_probability,lr_semantic,lr_affinity
11,head_warmup,0.6269550807774067,0.1018931963481009,0.425471527967602,0.0,0.9234741344221836,0.9720744363417211,0.9477742853819524,0.5970559020837148,0.08685615410407384,0.4060856103897095,1,84.0867505949718,0.8142342375601916,0.1324992256607556,84.92354027987432,1103,707,0.0,9.201419311329847e-05,4.6047428914662896e-05
12,head_warmup,0.6116647217422724,0.09308446635259315,0.4156570699997246,0.0,0.9160960540784108,0.9692416094675811,0.9426688317729959,0.5956003169218699,0.09370810724794865,0.40446778138478595,1,83.51287786475376,0.8021985591110491,0.13194100181597418,84.11619951263746,1110,717,0.0,9.054634122155987e-05,4.532091636218622e-05
13,head_warmup,0.596688530407846,0.08049537270562723,0.40639636293053627,0.0,0.9159552943601084,0.9699227654923396,0.9429390299262239,0.59423828125,0.09497134077052276,0.40341151257356006,1,80.68977385693464,0.796021656770129,0.18222617963143622,81.52251009692638,1149,725,0.0,8.896872509212005e-05,4.4540076055695796e-05
14,head_warmup,0.5727277444675565,0.07639088341966271,0.3901545158587396,0.0,0.9099346963945166,0.9677254254092744,0.9388300609018956,0.5769713322321574,0.1052972034861644,0.39052638908227283,1,80.8865866023417,0.7975111407748874,0.17977940872805354,81.75203829530524,1177,742,0.0,8.7285668861131e-05,4.370704822419617e-05
15,head_warmup,0.5583203667774796,0.07647755387006328,0.38016139389947057,0.0,0.9123763746037268,0.9672339830505718,0.9398051788271493,0.5480450292428335,0.0918299276381731,0.3716752578814824,1,80.4881540353464,0.8104873571769092,0.2007242764699812,81.13746261202067,1206,765,0.0,8.550178566873408e-05,4.282411613907042e-05
16,head_warmup,0.5484196916222572,0.07890614907955751,0.3730836068280041,0.0,0.918801750428378,0.9708601755635,0.944830962995939,0.5388056387503942,0.09110956887404124,0.36533566812674206,1,78.92550888984555,0.8128126919574248,0.23430251416051392,79.51892821373241,1224,764,0.0,8.362196501476347e-05,4.189369985579203e-05
17,head_warmup,0.5357153643853962,0.08857853739755228,0.3634188291616738,0.0,0.9225100848433876,0.9719290031872927,0.9472195440153401,0.5182784597078959,0.0855259175101916,0.35160504281520844,1,79.03723329745392,0.8127379074671639,0.2319932415180855,79.6559055608054,1238,775,0.0,8.165135935696695e-05,4.091834958072102e-05
18,head_warmup,0.5275345738045871,0.07821348734432831,0.35867018112912774,0.0,0.9227940582086029,0.9718691221577973,0.9473315901832001,0.5252190430959066,0.0832717592517535,0.35661575694878894,0,78.21175356992008,0.8090675498005581,0.24483247840215663,78.78095108653055,1238,779,0.0,7.959536998847741e-05,3.990073868116559e-05
19,head_warmup,0.5150783476419747,0.07581873913295567,0.350249910261482,0.0,0.9169314442494516,0.9698341388884808,0.9433827915689662,0.5104800909757614,0.08816238554815452,0.34596583247184753,1,78.04049363294581,0.8093559568650391,0.24854608420612276,78.49655516288719,1291,786,0.0,7.745963223324383e-05,3.884365635786816e-05
20,head_warmup,0.5043749627657235,0.07334849878679961,0.34305120492354035,0.0,0.9175865391428714,0.9703273936509472,0.9439569663969093,0.506567046046257,0.08904147210220496,0.3431756595770518,1,76.21363633922871,0.8138689737670324,0.2895962469824582,76.72525167371002,1301,801,0.0,7.524999999999999e-05,3.7749999999999996e-05
21,head_warmup,0.5046334988437593,0.08259498229017481,0.34240854158997536,0.0,0.9185381808300012,0.9703847233840486,0.9444614521070249,0.4962667276461919,0.08613036759197712,0.3362954904635747,1,77.84398964125106,0.8089618581404441,0.25208206531542277,78.08622354668053,1300,792,0.0,7.297252973710755e-05,3.6622767243618894e-05
22,head_warmup,0.498061855789274,0.08170914609218016,0.33793262438848615,0.0,0.9194930386402874,0.9712986886792784,0.9453958636597829,0.5007429122924805,0.09009586398800214,0.3390453706185023,0,77.29803517503802,0.8033089790043348,0.2573482755035742,77.76685254293028,1285,790,0.0,7.06334638322521e-05,3.546504775535711e-05
23,head_warmup,0.48064563143998384,0.07231527840485796,0.32669679122045636,0.0,0.9283669246251098,0.9739136846607039,0.9511403046429069,0.4587213446696599,0.07753066904842854,0.3110380172729492,1,79.62122515220986,0.826531627966427,0.2341071249222298,79.82583695588345,1283,771,0.0,6.823921350249236e-05,3.4280014763859864e-05
24,head_warmup,0.47536336118355393,0.06717397755710408,0.3234927402809262,0.0,0.9227727921326493,0.9718231303540781,0.9472979612433636,0.4664553652207057,0.0847425324221452,0.31575728952884674,0,77.45692094728538,0.8260476927957288,0.2769092738500212,77.75380103595326,1322,796,0.0,6.579634122155988e-05,3.307091636218621e-05
25,head_warmup,0.46674191765487194,0.0650969454436563,0.31770202703773975,0.0,0.9269063877575516,0.9739217282266758,0.9504140579921136,0.451459343234698,0.08729755133390427,0.3051367998123169,1,77.52550107916058,0.8305747799446768,0.28006475836146527,77.89577777917145,1299,790,0.0,6.331154273257476e-05,3.184106660501176e-05
26,head_warmup,0.4702549618668854,0.07487749395659193,0.3192675239406526,0.0,0.9168571772349897,0.9705373948113504,0.94369728602317,0.47958866755167645,0.09384281560778618,0.32405082881450653,0,76.10115401562373,0.8104317312692936,0.28840865095681906,76.36527125624427,1318,789,0.0,6.079162869547906e-05,3.05938364250351e-05
27,head_warmup,0.4508161395788193,0.05882614350412041,0.30722160264849663,0.0,0.9215178415281079,0.971478231087148,0.946498036307628,0.46599867939949036,0.08190889656543732,0.31569263339042664,0,77.89970730262347,0.8144737468514183,0.2564796007989488,78.19277415336695,1303,786,0.0,5.824350601949141e-05,2.9332644393485657e-05
28,head_warmup,0.4595197634771466,0.07055076997494325,0.31221177615225315,0.0,0.9217291984218591,0.9713020441494763,0.9465156212856677,0.4597376237312953,0.0823806958893935,0.31131129960219067,0,78.44597078275731,0.8190567871196467,0.25013737146450044,78.70572280325592,1284,770,0.0,5.567415893174883e-05,2.806094735005751e-05
29,head_warmup,0.4455794100649655,0.060396282467991114,0.3034525904804468,0.0,0.9197930321927235,0.9712069585797845,0.945499995386254,0.4530024031798045,0.08884107321500778,0.30606907109419507,0,76.9781074233474,0.8189838631629024,0.2794217146959545,77.2014263191801,1306,795,0.0,5.3090629834025695e-05,2.678223092795212e-05
30,head_warmup,0.4469236312434077,0.06451421714155003,0.3040182264521718,0.0,0.9276573859518555,0.9737732432235002,0.9507153145876779,0.4347732812166214,0.08119770387808482,0.29411424696445465,1,77.26552871542714,0.8282922147709812,0.28298164046243834,77.66461553442213,1322,801,0.0,5.0499999999999994e-05,2.5500000000000007e-05
31,head_warmup,0.43943333998322487,0.06556493451353163,0.29873349145054817,0.0,0.9259334053330985,0.9729558023271248,0.9494446038301116,0.4303280860185623,0.08141214710970719,0.29101431866486865,1,77.51397529475946,0.8274575054960452,0.2771779996008561,77.8109059828338,1306,803,0.0,4.7909370165974273e-05,2.4217769072047883e-05
32,head_warmup,0.4297349927946925,0.05921131023205817,0.2925765155814588,0.0,0.9240072821082194,0.9726613781943029,0.9483343301512611,0.4444825251897176,0.08751896272102992,0.3002816438674927,0,76.11728645546333,0.8223914791663328,0.30004575005706624,76.4079229235511,1317,798,0.0,4.532584106825115e-05,2.2939052649942496e-05
33,head_warmup,0.427984188310802,0.056289552128873765,0.291622765827924,0.0,0.9212758636045293,0.9713931479011707,0.94633450575285,0.4393071432908376,0.0859257144232591,0.29683632651964825,0,77.27380674349732,0.8218595430999122,0.2763834082299657,77.48475824833196,1305,794,0.0,4.275649398050856e-05,2.1667355606514346e-05
34,head_warmup,0.4347483804449439,0.06791111396159977,0.2952779224142432,0.0,0.9253037047502717,0.9733352960288258,0.9493195003895487,0.4263706256945928,0.08568347555895646,0.28789184987545013,1,77.09716131529471,0.8257346936833946,0.28379146737750033,77.41888449472076,1300,789,0.0,4.02083713045209e-05,2.0406163574964897e-05
35,head_warmup,0.42441062815487385,0.05948707339121029,0.2888618109282106,0.0,0.9273653718973979,0.9737120240139948,0.9505386979556963,0.4178076187769572,0.08140155362586181,0.28233761588732403,1,77.75579028278105,0.8324077744651079,0.27729196880948687,78.05250968873675,1298,795,0.0,3.768845726742522e-05,1.915893339498825e-05
36,head_warmup,0.4279927872121334,0.060532264527864754,0.2912516265641898,0.0,0.9221386464003286,0.9722446356821045,0.9471916410412166,0.4278227041165034,0.0899576439211766,0.288518359263738,0,76.71460721989882,0.8269838520172745,0.29269170761929786,77.02935801685918,1310,803,0.0,3.52036587784401e-05,1.7929083637813794e-05
37,head_warmup,0.430993415415287,0.06409990356769413,0.29301419015973806,0.0,0.9247526397581294,0.97283840784254,0.9487955238003347,0.4246743321418762,0.08487344719469547,0.2867881953716278,0,76.48491601450958,0.8266993558869354,0.29700103559674385,76.77513722990695,1323,807,0.0,3.276078649750763e-05,1.671998523614015e-05
38,head_warmup,0.42157799610868096,0.06427898752735928,0.2864726660773158,0.0,0.9198330123064772,0.9707037813362659,0.9452683968213715,0.4353930900494258,0.0865382229288419,0.29406915108362836,0,76.8452825860962,0.8220405598513107,0.2851349081293867,77.02837902470716,1328,805,0.0,3.0366536167747892e-05,1.5534952244642903e-05
39,head_warmup,0.4228346603922546,0.06296638847561553,0.2874602924566716,0.0,0.9250471177334455,0.9725815311506729,0.9488143244420593,0.41315392156442005,0.08218746321896712,0.2790423979361852,1,77.28762890860534,0.8317145695621802,0.28596199139007306,77.47573996009095,1315,804,0.0,2.802747026289243e-05,1.4377232756381109e-05
40,head_warmup,0.4193588485941291,0.06012906885007396,0.28530347952619195,0.0,0.9226289551327703,0.9720671376015233,0.9473480463671469,0.43212221562862396,0.08698245758811633,0.29176269471645355,0,77.8078920262211,0.8254467128381304,0.2692888723137085,78.08278657699054,1291,793,0.0,2.5750000000000006e-05,1.3250000000000009e-05
41,head_warmup,0.42108458233997226,0.06203541695140302,0.28633010596968234,0.0,0.9234464644233206,0.9722751186419141,0.9478607915326174,0.42433486382166546,0.08598989124099414,0.2864536792039871,0,75.81249605344593,0.8263590800708002,0.3101091590018818,76.1456938331897,1348,809,0.0,2.354036776675617e-05,1.2156343642131847e-05
42,head_warmup,0.42466279910877347,0.06483985809609294,0.28856081957928836,0.0,0.9254887471478946,0.9729091895175415,0.949198968332718,0.42038169006506604,0.08241772651672363,0.28403132657210034,0,76.93791994248589,0.8289516210915608,0.2901932222418431,77.13400375917017,1312,807,0.0,2.1404630011522583e-05,1.1099261318834413e-05
43,head_warmup,0.42754686577245593,0.07060443318914622,0.29004733241163194,0.0,0.9238552921237954,0.9726426876593076,0.9482489898915515,0.4286363323529561,0.08901746881504853,0.2891658345858256,0,76.95767186237993,0.8250189328052364,0.2858654955576381,77.29157777596684,1313,799,0.0,1.9348640643033054e-05,1.0081650419278988e-05
44,head_warmup,0.40767601784318686,0.05776191863697022,0.27741677896119654,0.0,0.9278947385629464,0.974066791982234,0.9509807652725901,0.40949152410030365,0.08221974534293015,0.2765012060602506,1,78.01131913548856,0.8329706012755291,0.2727442185657578,78.29018542405494,1298,795,0.0,1.7378034985236535e-05,9.106300144207984e-06
45,head_warmup,0.4091173862107098,0.05804968497250229,0.27839017985388637,0.0,0.925821782049215,0.9732070636805426,0.9495144228648787,0.41346222658952075,0.08356761808196704,0.2791334018111229,0,77.12244102273814,0.8306386874341047,0.28818986697934196,77.35169375928055,1317,804,0.0,1.54982143312659e-05,8.17588386092959e-06
46,head_warmup,0.4130847444757819,0.058869844826404005,0.281066965078935,0.0,0.9253456723271882,0.9729834621208243,0.9491645672240063,0.4155871917804082,0.08291949704289436,0.2806637684504191,0,77.81375712017885,0.8279774031204871,0.27170226071690984,77.9704375767057,1287,796,0.0,1.3714331138868995e-05,7.292951775803848e-06
47,head_warmup,0.4050860623829067,0.053489795012865216,0.2760014561936259,0.0,0.9249260708592123,0.9730156949289737,0.948970882894093,0.42279601593812305,0.08577423418561618,0.2854063039024671,0,77.63039758203423,0.8263732093660299,0.2737652577253452,77.7922361626968,1293,809,0.0,1.203127490787994e-05,6.459923944304215e-06
48,head_warmup,0.4014464393258095,0.054629393736831844,0.2733776250388473,0.0,0.9257268296337069,0.9731696061034161,0.9494482178685615,0.4085081070661545,0.08421466561655204,0.2756423056125641,1,77.73524901730568,0.8333662677025903,0.27866128735647666,77.79807277205754,1301,799,0.0,1.0453658778440105e-05,5.679083637813791e-06
49,head_warmup,0.41250411234796047,0.06096660014009103,0.2804781801532954,0.0,0.9240107244741983,0.9727086549171275,0.948359689695663,0.42169373234113056,0.08657840018471082,0.2845708678166072,0,77.11827010931933,0.827316983795819,0.2849515816094324,77.4366453546893,1296,798,0.0,8.985806886701514e-06,4.952571085337114e-06
50,head_warmup,0.41636710660532117,0.06411591055803001,0.28287561424076557,0.0,0.9276268604471846,0.973910869466108,0.9507688649566464,0.40924348930517834,0.08184572495520115,0.27636253585418064,0,77.17899644542658,0.8294876621524576,0.2859077332439261,77.42191833871736,1312,803,0.0,7.631742512670283e-06,4.282377607281252e-06
51,head_warmup,0.4056500871665776,0.05601674586068839,0.2761677638627589,0.0,0.9258100695364914,0.9732619377635627,0.9495360036500271,0.41436667740345,0.08332441374659538,0.27978187799453735,0,76.38049971631149,0.8279095933600178,0.3002995990337879,76.67621279016089,1329,810,0.0,6.395177052675794e-06,3.6703401573849893e-06
52,head_warmup,0.41265849163755774,0.0608288241783157,0.28059742180630565,0.0,0.9236902708863007,0.9724714995164329,0.9480808852013668,0.41904472808043164,0.08540899803241093,0.2828388437628746,0,76.52623211739434,0.8264300129817382,0.2959053706338515,76.7650300390978,1318,800,0.0,5.2794998466912506e-06,3.1181362877562766e-06
53,head_warmup,0.40943143842741847,0.059669191075954586,0.27846389543265104,0.0,0.9230441890832692,0.9720590027033978,0.9475515958933336,0.4232248514890671,0.08431669635077317,0.28583307067553204,0,77.34000562001341,0.8265167886129244,0.27971667621265606,77.50896207778973,1304,801,0.0,4.2877688883885125e-06,2.6272795508185578e-06
54,head_warmup,0.412833736743778,0.06143348338082433,0.28066513570956886,0.0,0.9237795758214475,0.9725229553234314,0.9481512655724395,0.4220248262087504,0.08528718662758668,0.28491510450839996,0,76.18999627305081,0.8254672023471069,0.3016672768860905,76.47842943185238,1320,800,0.0,3.4227024433898994e-06,2.199115350768739e-06
55,head_warmup,0.40592107828706503,0.05667348037241027,0.27629721467383206,0.0,0.9233415213397371,0.9723539120018123,0.9478477166707747,0.4225407938162486,0.0860375463962555,0.28520601987838745,0,77.15577556294987,0.8261916548437331,0.28307614358473576,77.36520080667302,1307,806,0.0,2.686671598691118e-06,1.8348172559178267e-06
56,head_warmup,0.40610992163419724,0.06036430277163163,0.2761000501923263,0.0,0.9249393647330459,0.9729140789108126,0.9489267218219293,0.4164906193812688,0.08455644485851128,0.2811444277564685,0,77.72471326001121,0.8284092284499626,0.2739149632497384,77.92360623521547,1296,796,0.0,2.0816937636766182e-06,1.535383782021761e-06
57,head_warmup,0.4020592370070517,0.056688164186198264,0.27361935493536294,0.0,0.9256458037658072,0.9732444439481768,0.949445123856992,0.41353222727775574,0.08477943576872349,0.27907420694828033,0,77.06526438960717,0.829831687782751,0.2885263999906077,77.33827789003112,1309,800,0.0,1.6094271405406857e-06,1.3016356554191274e-06
58,head_warmup,0.398641103412956,0.05507783894427121,0.271393456030637,0.0,0.9259844035971111,0.9733357437545839,0.9496600736758475,0.41301533579826355,0.08405317055682342,0.2787805174787839,0,77.38205282215486,0.82929077161516,0.2816497151720625,77.65969415137279,1300,794,0.0,1.2711661792704665e-06,1.1342135634773016e-06
59,head_warmup,0.4089643321931362,0.05955752398585901,0.2781500823330134,0.0,0.9253601058230327,0.9730090619936386,0.9491845839083357,0.4134741673866908,0.08319947496056557,0.27917440235614777,0,77.78343396218634,0.8298028707142869,0.2741341914705601,78.04658140849047,1299,802,0.0,1.0678380296485951e-06,1.033576398512941e-06
60,head_warmup,0.42068149894475937,0.06159108167048544,0.28609023056924343,0.0,0.9254018139203098,0.973099749412336,0.9492507816663229,0.4146423488855362,0.08393810068567593,0.2799183924992879,0,76.97483476979352,0.829952793205222,0.2904560978093518,77.22376927405112,1310,803,0.0,1e-06,1e-06
61,joint_lora,0.4061352382414043,0.05881239619338885,0.27625553077086806,0.0,0.924285096922503,0.9729881432378469,0.948636620080175,0.4202434917291005,0.09083786979317665,0.2831871484716733,1,76.49561247369013,0.826968319490824,0.2970560700170212,76.7001678631462,1313,804,0.0,1.9986980580168453e-05,9.993832906395583e-06,1.9993147673772866e-06
62,joint_lora,0.4137877067551017,0.06262351426994428,0.28122053830884397,0.0,0.9249453048476148,0.9728940869823985,0.9489196959150067,0.4174951861302058,0.08532618669172128,0.28177224347988766,1,76.6902148273332,0.8286972371183232,0.29489294057165916,76.84448861749827,1334,813,0.0,1.9947958005998597e-05,9.97534852915723e-06,1.9972609476841365e-06
63,joint_lora,0.41064064484089613,0.05990134400781244,0.27928133541718125,0.0,0.9251652239884629,0.9731174711621539,0.9491413475753083,0.41244976222515106,0.08586367343862851,0.2782276098926862,1,77.41519230579661,0.828801465510413,0.2804976193944807,77.63887906948628,1302,802,0.0,1.988303923565381e-05,9.94459753267812e-06,1.993844170297569e-06
64,joint_lora,0.40445921616628766,0.058860765129793435,0.2750896194484085,0.0,0.9252908115730777,0.973180695409704,0.9492357534913909,0.4125673621892929,0.08559855508307616,0.2783326804637909,0,76.50036200688349,0.8290199054002815,0.29901266526261167,76.75560344120682,1308,807,0.0,1.9792402206971158e-05,9.901664203302126e-06,1.989073800366903e-06
65,joint_lora,0.39747665962204337,0.0532907732995227,0.27074524387717247,0.0,0.9235611116078323,0.972344468143734,0.9479527898757831,0.4102797359228134,0.0850509808709224,0.2767958492040634,1,77.6009507936788,0.8319583964832352,0.27993938060965906,77.86513701683688,1296,802,0.0,1.967629534974615e-05,9.846666218300808e-06,1.9829629131445343e-06
66,joint_lora,0.4002928244881332,0.05759088339982554,0.27231486001983285,0.0,0.9216984735126095,0.9712765794282924,0.9464875264704509,0.41498252749443054,0.08357723553975423,0.2801862359046936,0,77.24677326626785,0.8290889284402104,0.28415346311485334,77.46849276351094,1311,806,0.0,1.9535036904803962e-05,9.779754323328192e-06,1.975528258147577e-06
67,joint_lora,0.4051464316435158,0.059688125795219094,0.2754923733882606,0.0,0.9238296417494932,0.9724933182982797,0.9481614800238864,0.4134397010008494,0.08469367648164432,0.279017706712087,0,76.60135099628718,0.8314024157356821,0.29937539580993855,76.75508784078886,1328,817,0.0,1.936901405172342e-05,9.701111919237408e-06,1.966790213248601e-06
68,joint_lora,0.4021903946995735,0.05859540496021509,0.2735407371073961,0.0,0.9239276068485992,0.9725264113153933,0.9482270090819962,0.41028814514478046,0.08586527158816655,0.2767293055852254,0,76.125751810776,0.8295926132861138,0.3070775770705937,76.39058335574406,1334,818,0.0,1.917868184760471e-05,9.610954559391704e-06,1.9567727288213007e-06
69,joint_lora,0.4017149652354419,0.06092424888629466,0.27300423732958734,0.0,0.9246014218451624,0.973271544669762,0.9489364832574622,0.4002208312352498,0.09357529692351818,0.26906660199165344,1,75.84993755082269,0.8346692332517676,0.31767048223531363,76.0050930715574,1334,808,0.0,1.8964561979789496e-05,9.509529358847657e-06,1.945503262094184e-06
70,joint_lora,0.3991436683572829,0.0556174804805778,0.2716938063967973,0.0,0.9239109262848294,0.9724120376773298,0.9481614819810795,0.4096135397752126,0.08549538441002369,0.2762946238120397,0,76.86234702886941,0.82906720369116,0.29182026311377174,77.15462936299367,1328,811,0.0,1.872724133595217e-05,9.397114317029977e-06,1.93301270189222e-06
